Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,PQ_student_encoded,PQ_student_named,Previous qualification /10,Nacionality,Mother's qualification,MQ_encoded,MQ_encoded,MQ_named,Father's qualification,FQ_encoded,FQ_named,Mother's occupation,MO_encoded,MO_named,1000,Father's occupation,FO_encoded,FO_named,Salaire_père,Revenu_foyer,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),"CU 1st sem (grade, number)",Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),"CU 2nd sem (grade, number)",Curricular units 2nd sem (without evaluations),Year,Unemployment rate,Inflation rate,GDP,Target
1,17,1,9085,1.00,1,3,Lycée terminé,"13,1",1,1,3,3,Lycée,3,4,Licence,4,5,Employés,2000,1,3,Cadres et professions intellectuelles,3000,5000,"12,93",1,0,0,1,0,0,19,0,0,5,10,4,"11,25",0,5,10,3,"10,33",0,2011,"12,7","3,7","-1,7",Graduate
1,7,1,9003,1.00,4,5,Master,"12,0",1,3,3,3,Lycée,1,3,Lycée,2,3,Cadres et professions intellectuelles,1350,4,5,Employés,1200,2550,"12,00",1,0,0,1,0,0,31,0,8,12,12,11,"13,82",4,12,16,12,"13,46",0,2012,"15,5","2,8","-4,06",Graduate
1,1,1,9085,1.00,1,3,Lycée terminé,"12,0",1,1,3,3,Lycée,19,3,Lycée,3,4,Professions intermédiaires,1200,4,5,Employés,1200,2400,"11,67",0,0,0,1,0,0,20,0,0,5,12,3,"12,33",0,5,8,3,"13,00",1,2009,"9,4","-0,8","-3,12",Graduate
1,1,3,9085,1.00,1,3,Lycée terminé,"13,5",1,3,3,3,Lycée,2,4,Licence,4,5,Employés,1350,3,4,Professions intermédiaires,1350,2700,"12,10",1,0,0,1,0,0,18,0,0,5,14,3,"12,33",0,5,8,5,"11,60",0,2009,"9,4","-0,8","-3,12",Enrolled
1,17,1,9853,1.00,1,3,Lycée terminé,"14,6",1,1,3,3,Lycée,1,3,Lycée,3,4,Professions intermédiaires,1200,4,5,Employés,1200,2400,"12,82",0,0,1,1,0,0,18,0,0,6,8,4,"13,25",0,6,10,3,"10,67",0,2011,"12,7","3,7","-1,7",Enrolled
1,1,4,9670,1.00,1,3,Lycée terminé,"13,3",1,1,3,3,Lycée,2,4,Licence,4,5,Employés,1000,7,6,Ouvriers,1300,2300,"12,11",1,0,0,1,0,0,18,0,0,6,7,6,"13,67",0,6,9,5,"15,40",0,2014,"13,9","-0,3","0,79",Graduate
1,51,1,9238,1.00,1,3,Lycée terminé,"12,2",1,19,3,3,Lycée,3,4,Licence,5,5,Employés,2000,2,3,Cadres et professions intellectuelles,2000,4000,"11,26",0,0,1,1,0,0,20,0,5,11,18,8,"12,63",4,10,10,3,"11,00",0,2016,"11,1","0,6","2,02",Enrolled
1,17,1,9085,1.00,1,3,Lycée terminé,"12,8",1,2,3,3,Lycée,19,3,Lycée,2,3,Cadres et professions intellectuelles,1000,4,5,Employés,1200,2200,"12,33",1,0,0,1,0,1,20,0,0,6,6,6,"14,83",0,6,8,6,"12,14",0,2017,"8,9","1,4","3,51",Graduate
1,17,2,9670,1.00,1,3,Lycée terminé,"12,9",1,19,3,3,Lycée,19,3,Lycée,5,5,Employés,1200,4,5,Employés,1200,2400,"12,94",0,0,0,1,0,1,19,0,0,6,7,5,"11,20",0,6,10,5,"13,13",0,2010,"10,8","1,4","1,74",Dropout
1,17,1,9147,1.00,1,3,Lycée terminé,"12,2",1,19,3,3,Lycée,19,3,Lycée,4,5,Employés,1350,6,1,Agriculteurs exploitants,1000,2350,"11,99",0,0,0,1,0,1,21,0,0,5,6,5,"11,40",0,5,6,5,"12,20",0,2011,"12,7","3,7","-1,7",Graduate
1,1,4,9500,1.00,1,3,Lycée terminé,"14,0",1,1,3,3,Lycée,12,3,Lycée,3,4,Professions intermédiaires,1200,10,5,Employés,1200,2400,"13,16",1,0,0,1,0,0,18,0,0,7,8,7,"13,14",0,8,9,8,"13,24",0,2015,"12,4","0,5","1,79",Graduate
1,51,1,9070,1.00,1,3,Lycée terminé,"14,3",1,1,3,3,Lycée,1,3,Lycée,4,5,Employés,1350,4,5,Employés,1200,2550,"12,00",1,0,0,1,0,0,21,0,3,10,10,10,"13,00",5,11,11,10,"11,40",0,2016,"11,1","0,6","2,02",Dropout
1,1,4,9500,1.00,1,3,Lycée terminé,"11,8",1,19,3,3,Lycée,19,3,Lycée,3,4,Professions intermédiaires,900,3,4,Professions intermédiaires,1350,2250,"11,00",1,0,0,1,0,0,19,0,0,7,12,4,"12,85",0,7,7,7,"12,62",0,2016,"11,1","0,6","2,02",Enrolled
1,44,1,9238,1.00,39,3,Lycée professionnel et technologique,"14,0",1,1,3,3,Lycée,19,3,Lycée,191,6,Ouvriers,1350,102,5,Employés,1300,2650,"14,30",0,0,0,1,0,0,20,0,3,6,6,6,"13,50",2,6,9,5,"12,50",0,2014,"13,9","-0,3","0,79",Graduate
1,44,1,9085,1.00,1,3,Lycée terminé,"14,0",1,1,3,3,Lycée,2,4,Licence,3,4,Professions intermédiaires,900,3,4,Professions intermédiaires,1350,2250,"14,00",0,0,0,1,0,0,20,0,0,6,7,6,"14,29",0,6,9,3,"13,00",0,2014,"13,9","-0,3","0,79",Enrolled
1,1,1,9670,1.00,1,3,Lycée terminé,"12,3",1,12,3,3,Lycée,1,3,Lycée,9,6,Ouvriers,900,9,6,Ouvriers,900,1800,"11,92",1,0,0,1,0,1,18,0,0,6,8,5,"13,50",0,6,6,6,"14,50",0,2015,"12,4","0,5","1,79",Graduate
1,1,1,9147,1.00,1,3,Lycée terminé,"14,0",1,19,3,3,Lycée,19,3,Lycée,9,6,Ouvriers,1300,9,6,Ouvriers,900,2200,"12,43",1,0,0,1,0,1,18,0,0,5,8,4,"10,75",0,5,5,5,"13,00",0,2015,"12,4","0,5","1,79",Graduate
1,17,1,9238,1.00,1,3,Lycée terminé,"11,6",1,19,3,3,Lycée,19,3,Lycée,7,6,Ouvriers,1000,7,6,Ouvriers,1300,2300,"11,11",1,0,0,1,0,1,18,0,0,6,9,6,"11,33",0,6,9,6,"11,83",0,2017,"8,9","1,4","3,51",Graduate
1,43,1,9085,1.00,39,3,Lycée professionnel et technologique,"15,0",1,38,2,2,Collège,37,2,Collège,6,1,Agriculteurs exploitants,1000,6,1,Agriculteurs exploitants,1000,2000,"15,00",1,0,0,1,0,1,21,0,2,7,15,3,"13,00",1,5,12,5,"13,29",1,2010,"10,8","1,4","1,74",Graduate
1,1,1,9500,1.00,1,3,Lycée terminé,"14,7",1,38,2,2,Collège,19,3,Lycée,5,5,Employés,1000,8,6,Ouvriers,1200,2200,"14,73",0,0,0,1,0,0,18,0,0,7,7,6,"13,97",0,7,7,6,"13,97",0,2008,"7,6","2,6","0,32",Graduate
1,1,1,9500,1.00,1,3,Lycée terminé,"16,2",1,19,3,3,Lycée,1,3,Lycée,5,5,Employés,900,5,5,Employés,1000,1900,"14,75",1,0,0,1,0,1,18,0,0,8,8,8,"14,14",0,8,8,8,"14,14",0,2009,"9,4","-0,8","-3,12",Graduate
1,17,2,9254,1.00,1,3,Lycée terminé,"10,8",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,900,7,6,Ouvriers,1300,2200,"10,80",1,0,0,1,0,1,20,0,0,6,10,4,"11,60",0,6,10,4,"11,75",0,2011,"12,7","3,7","-1,7",Graduate
2,42,1,9500,1.00,2,4,Bachelor,"13,0",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,900,9,6,Ouvriers,900,1800,"13,00",0,0,0,1,0,1,32,0,0,8,8,8,"14,66",0,8,8,8,"14,66",0,2009,"9,4","-0,8","-3,12",Graduate
2,39,1,9991,0.00,1,3,Lycée terminé,"14,0",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,1350,10,5,Employés,1200,2550,"13,00",0,0,0,1,0,0,34,0,0,5,5,0,"0,00",0,5,5,0,"0,00",0,2009,"9,4","-0,8","-3,12",Enrolled
1,1,2,9500,1.00,1,3,Lycée terminé,"11,6",1,19,3,3,Lycée,37,2,Collège,3,4,Professions intermédiaires,1200,3,4,Professions intermédiaires,1350,2550,"10,90",1,0,0,1,0,1,23,0,0,7,8,6,"12,99",0,8,9,8,"12,67",0,2016,"11,1","0,6","2,02",Graduate
1,1,5,9670,1.00,1,3,Lycée terminé,"12,0",1,4,5,5,Master,1,3,Lycée,4,5,Employés,1000,10,5,Employés,1200,2200,"11,20",1,0,0,1,0,0,18,0,0,6,10,4,"11,25",0,6,11,5,"12,20",0,2017,"8,9","1,4","3,51",Enrolled
1,17,1,8014,0.00,1,3,Lycée terminé,"13,2",1,37,2,2,Collège,19,3,Lycée,5,5,Employés,900,5,5,Employés,1000,1900,"12,12",0,0,0,1,0,0,18,0,0,6,8,5,"12,20",0,6,10,5,"12,80",0,2010,"10,8","1,4","1,74",Graduate
1,43,1,171,1.00,2,4,Bachelor,"14,0",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,1200,9,6,Ouvriers,900,2100,"14,00",1,0,0,1,0,0,34,0,0,0,0,0,"0,00",0,0,0,0,"0,00",0,2010,"10,8","1,4","1,74",Dropout
1,39,1,8014,0.00,1,3,Lycée terminé,"12,0",100,1,3,3,Lycée,1,3,Lycée,4,5,Employés,900,7,6,Ouvriers,1300,2200,"11,95",0,0,1,1,0,0,25,1,2,6,6,6,"11,33",0,6,6,4,"11,75",0,2017,"8,9","1,4","3,51",Enrolled
1,1,1,9147,1.00,1,3,Lycée terminé,"13,6",1,37,2,2,Collège,38,2,Collège,193,6,Ouvriers,0,181,6,Ouvriers,1000,1000,"12,59",0,0,0,1,0,0,21,0,0,5,7,5,"12,20",0,5,7,5,"11,80",0,2016,"11,1","0,6","2,02",Graduate
1,1,1,9254,1.00,1,3,Lycée terminé,"13,3",1,19,3,3,Lycée,9,3,Lycée,0,7,Etudiant,0,0,7,Etudiant,0,0,"12,15",1,0,0,1,0,1,20,0,0,6,12,0,"0,00",0,6,12,0,"0,00",0,2008,"7,6","2,6","0,32",Dropout
1,1,5,9238,1.00,1,3,Lycée terminé,"12,6",1,30,2,2,Collège,19,3,Lycée,0,7,Etudiant,1200,2,3,Cadres et professions intellectuelles,2000,3200,"12,15",1,0,0,1,0,0,18,0,0,6,8,6,"11,33",0,6,6,6,"11,67",0,2008,"7,6","2,6","0,32",Graduate
1,17,1,9085,1.00,1,3,Lycée terminé,"14,2",1,3,3,3,Lycée,37,2,Collège,4,5,Employés,900,8,6,Ouvriers,1200,2100,"13,24",1,0,0,1,0,0,18,0,0,6,8,6,"13,86",0,6,15,6,"13,10",0,2015,"12,4","0,5","1,79",Graduate
1,17,1,9773,1.00,1,3,Lycée terminé,"12,1",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,1200,9,6,Ouvriers,900,2100,"12,24",0,0,0,1,0,0,18,0,0,6,7,6,"12,86",0,6,6,6,"13,33",0,2014,"13,9","-0,3","0,79",Graduate
1,39,1,8014,0.00,1,3,Lycée terminé,"13,4",1,37,2,2,Collège,38,2,Collège,4,5,Employés,900,7,6,Ouvriers,1300,2200,"11,00",1,0,0,1,0,0,24,0,0,6,10,1,"10,00",0,6,12,0,"0,00",0,2009,"9,4","-0,8","-3,12",Dropout
1,51,1,9147,1.00,1,3,Lycée terminé,"14,0",1,19,3,3,Lycée,19,3,Lycée,9,6,Ouvriers,900,7,6,Ouvriers,1300,2200,"12,04",0,0,1,0,0,0,32,0,14,15,17,14,"10,21",13,13,13,13,"11,38",0,2013,"16,2","0,3","-0,92",Graduate
1,39,1,9254,1.00,1,3,Lycée terminé,"13,3",1,1,3,3,Lycée,1,3,Lycée,9,6,Ouvriers,900,6,1,Agriculteurs exploitants,1000,1900,"10,50",1,0,1,0,0,0,24,0,0,6,14,6,"11,29",0,6,16,3,"10,33",0,2017,"8,9","1,4","3,51",Dropout
1,1,1,9238,1.00,1,3,Lycée terminé,"15,7",1,38,2,2,Collège,37,2,Collège,9,6,Ouvriers,900,5,5,Employés,1000,1900,"13,78",0,0,0,1,0,1,18,0,0,6,6,6,"13,83",0,6,7,0,"0,00",0,2012,"15,5","2,8","-4,06",Dropout
1,51,1,9254,1.00,1,3,Lycée terminé,"12,0",1,38,2,2,Collège,38,2,Collège,9,6,Ouvriers,1200,9,6,Ouvriers,900,2100,"11,80",0,0,0,1,0,0,28,0,0,6,8,6,"12,86",0,6,8,5,"12,60",0,2017,"8,9","1,4","3,51",Graduate
1,17,5,9853,1.00,1,3,Lycée terminé,"13,4",1,19,3,3,Lycée,38,2,Collège,4,5,Employés,0,8,6,Ouvriers,1200,1200,"12,21",1,0,0,1,0,1,18,0,0,6,8,6,"11,67",0,6,9,4,"12,00",0,2010,"10,8","1,4","1,74",Dropout
1,7,1,9853,1.00,3,4,Licence,"14,0",1,34,3,3,Lycée,34,3,Lycée,0,7,Etudiant,1200,0,7,Etudiant,0,1200,"14,00",1,0,0,0,0,0,24,0,0,6,12,0,"0,00",0,5,10,0,"0,00",0,2009,"9,4","-0,8","-3,12",Dropout
1,1,1,9085,1.00,1,3,Lycée terminé,"13,3",1,1,3,3,Lycée,37,2,Collège,4,5,Employés,900,10,5,Employés,1200,2100,"14,32",0,0,0,1,0,0,19,0,0,5,7,5,"14,40",0,5,6,5,"13,20",0,2008,"7,6","2,6","0,32",Graduate
2,39,1,8014,0.00,1,3,Lycée terminé,"14,6",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,900,8,6,Ouvriers,1200,2100,"12,05",0,0,0,1,0,0,44,0,0,6,6,6,"14,83",0,6,6,6,"14,17",0,2010,"10,8","1,4","1,74",Graduate
1,16,3,9085,1.00,1,3,Lycée terminé,"13,0",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,900,2,3,Cadres et professions intellectuelles,2000,2900,"11,95",1,0,0,1,0,1,18,0,0,6,14,6,"14,33",0,6,9,6,"12,00",0,2012,"15,5","2,8","-4,06",Graduate
1,1,1,171,1.00,1,3,Lycée terminé,"15,1",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,1000,7,6,Ouvriers,1300,2300,"14,75",1,0,0,1,0,0,18,0,0,0,0,0,"0,00",0,0,0,0,"0,00",0,2008,"7,6","2,6","0,32",Graduate
1,1,6,9773,1.00,1,3,Lycée terminé,"13,3",1,1,3,3,Lycée,1,3,Lycée,90,5,Employés,900,90,5,Employés,1000,1900,"12,96",0,0,0,1,0,0,22,0,0,6,0,0,"0,00",0,6,0,0,"0,00",0,2008,"7,6","2,6","0,32",Dropout
1,18,1,9853,1.00,1,3,Lycée terminé,"13,2",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,900,5,5,Employés,1000,1900,"12,61",0,0,0,1,0,1,18,0,0,7,9,6,"12,33",0,7,7,6,"12,67",0,2016,"11,1","0,6","2,02",Graduate
2,39,1,9991,0.00,1,3,Lycée terminé,"11,0",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,1000,4,5,Employés,1200,2200,"16,00",0,0,0,1,0,0,44,0,0,5,5,5,"11,80",0,5,5,5,"12,40",0,2012,"15,5","2,8","-4,06",Graduate
5,39,1,9853,1.00,19,3,Lycée terminé,"13,3",1,38,2,2,Collège,1,3,Lycée,5,5,Employés,900,3,4,Professions intermédiaires,1350,2250,"10,55",0,0,1,1,0,0,33,0,0,6,7,5,"13,20",0,6,7,5,"10,60",0,2008,"7,6","2,6","0,32",Dropout
2,39,1,9853,1.00,1,3,Lycée terminé,"11,0",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,1200,9,6,Ouvriers,900,2100,"9,55",0,0,1,0,0,0,32,0,0,6,6,0,"0,00",0,5,10,0,"0,00",0,2010,"10,8","1,4","1,74",Dropout
2,39,1,9003,1.00,1,3,Lycée terminé,"13,3",1,19,3,3,Lycée,19,3,Lycée,4,5,Employés,1000,4,5,Employés,1200,2200,"10,75",0,0,0,0,0,0,35,0,0,6,0,0,"0,00",0,6,0,0,"0,00",0,2012,"15,5","2,8","-4,06",Dropout
1,1,1,9238,1.00,1,3,Lycée terminé,"10,5",1,19,3,3,Lycée,19,3,Lycée,6,1,Agriculteurs exploitants,1000,6,1,Agriculteurs exploitants,1000,2000,"10,61",1,0,0,1,0,0,20,0,0,6,6,6,"11,50",0,6,7,6,"13,29",0,2016,"11,1","0,6","2,02",Graduate
1,39,1,9254,1.00,1,3,Lycée terminé,"16,0",1,3,3,3,Lycée,1,3,Lycée,6,1,Agriculteurs exploitants,900,6,1,Agriculteurs exploitants,1000,1900,"11,63",1,0,0,1,0,0,24,0,0,6,8,5,"12,60",0,6,7,5,"12,20",0,2009,"9,4","-0,8","-3,12",Graduate
1,1,1,9500,1.00,1,3,Lycée terminé,"14,4",1,38,2,2,Collège,1,3,Lycée,9,6,Ouvriers,1000,10,5,Employés,1200,2200,"13,74",0,0,0,1,0,0,19,0,0,7,7,7,"13,54",0,8,9,8,"14,22",0,2013,"16,2","0,3","-0,92",Graduate
1,1,1,9254,1.00,1,3,Lycée terminé,"10,0",1,19,3,3,Lycée,19,3,Lycée,5,5,Employés,1200,5,5,Employés,1000,2200,"10,18",1,0,0,1,0,0,21,0,0,6,8,5,"11,60",0,6,6,5,"13,00",0,2015,"12,4","0,5","1,79",Enrolled
1,1,2,9773,1.00,1,3,Lycée terminé,"14,3",1,1,3,3,Lycée,1,3,Lycée,4,5,Employés,900,9,6,Ouvriers,900,1800,"14,41",1,0,0,1,1,1,19,0,0,6,7,6,"13,67",0,6,6,6,"13,83",0,2011,"12,7","3,7","-1,7",Graduate
1,42,1,9003,1.00,1,3,Lycée terminé,"16,0",1,19,3,3,Lycée,1,3,Lycée,9,6,Ouvriers,900,5,5,Employés,1000,1900,"10,78",1,0,0,0,1,0,27,0,0,6,10,0,"0,00",0,6,8,0,"0,00",0,2012,"15,5","2,8","-4,06",Dropout
1,39,1,9853,1.00,1,3,Lycée terminé,"14,0",1,19,3,3,Lycée,1,3,Lycée,9,6,Ouvriers,900,4,5,Employés,1200,2100,"12,82",0,0,0,0,0,0,30,0,0,6,0,0,"0,00",0,6,0,0,"0,00",0,2011,"12,7","3,7","-1,7",Dropout
1,17,4,171,1.00,1,3,Lycée terminé,"13,3",1,38,2,2,Collège,38,2,Collège,9,6,Ouvriers,1000,9,6,Ouvriers,900,1900,"11,70",1,0,0,1,1,0,21,0,0,0,0,0,"0,00",0,0,0,0,"0,00",0,2010,"10,8","1,4","1,74",Dropout
1,1,1,9070,1.00,1,3,Lycée terminé,"11,6",1,1,3,3,Lycée,12,3,Lycée,5,5,Employés,900,8,6,Ouvriers,1200,2100,"11,04",1,0,0,1,1,0,19,0,0,6,6,6,"11,50",0,6,8,6,"12,29",0,2017,"8,9","1,4","3,51",Graduate
2,39,1,9991,0.00,1,3,Lycée terminé,"12,0",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,1200,10,5,Employés,1200,2400,"17,00",0,0,0,1,0,0,34,0,0,5,12,2,"11,50",0,5,9,4,"11,75",0,2009,"9,4","-0,8","-3,12",Enrolled
1,43,1,9500,1.00,1,3,Lycée terminé,"14,1",1,4,5,5,Master,19,3,Lycée,4,5,Employés,1350,10,5,Employés,1200,2550,"10,00",0,0,0,1,1,0,18,0,0,7,7,7,"11,83",0,8,10,7,"12,91",0,2014,"13,9","-0,3","0,79",Graduate
1,1,1,171,1.00,1,3,Lycée terminé,"11,0",1,3,3,3,Lycée,2,4,Licence,3,4,Professions intermédiaires,3000,3,4,Professions intermédiaires,1350,4350,"11,70",1,0,0,1,1,0,21,0,0,0,0,0,"0,00",0,0,0,0,"0,00",0,2009,"9,4","-0,8","-3,12",Graduate
1,1,2,171,1.00,1,3,Lycée terminé,"12,7",1,3,3,3,Lycée,39,3,Lycée,1,3,Cadres et professions intellectuelles,1200,3,4,Professions intermédiaires,1350,2550,"13,35",1,0,0,1,1,0,17,0,0,0,0,0,"0,00",0,0,0,0,"0,00",0,2012,"15,5","2,8","-4,06",Enrolled
1,1,1,9500,1.00,1,3,Lycée terminé,"13,2",1,19,3,3,Lycée,37,2,Collège,4,5,Employés,900,9,6,Ouvriers,900,1800,"12,80",1,0,0,1,0,1,19,0,0,7,7,6,"12,97",0,7,7,6,"12,97",0,2008,"7,6","2,6","0,32",Graduate
1,1,1,9773,1.00,1,3,Lycée terminé,"13,5",1,37,2,2,Collège,38,2,Collège,9,6,Ouvriers,900,6,1,Agriculteurs exploitants,1000,1900,"12,21",1,0,0,1,1,0,18,0,0,6,6,6,"13,83",0,6,6,6,"13,67",0,2011,"12,7","3,7","-1,7",Graduate
1,17,2,9500,1.00,1,3,Lycée terminé,"13,5",1,19,3,3,Lycée,19,3,Lycée,9,6,Ouvriers,900,10,5,Employés,1200,2100,"13,34",1,0,0,1,0,0,19,0,0,7,7,7,"14,13",0,8,8,8,"14,37",0,2016,"11,1","0,6","2,02",Graduate
4,39,1,9254,1.00,1,3,Lycée terminé,"14,0",1,38,2,2,Collège,37,2,Collège,9,6,Ouvriers,900,9,6,Ouvriers,900,1800,"11,20",0,0,1,1,0,0,45,0,4,10,12,5,"12,17",2,8,8,0,"0,00",2,2011,"12,7","3,7","-1,7",Dropout
1,39,1,9085,1.00,1,3,Lycée terminé,"13,3",1,19,3,3,Lycée,37,2,Collège,9,6,Ouvriers,900,6,1,Agriculteurs exploitants,1000,1900,"13,00",1,0,0,1,0,0,26,0,0,6,17,6,"12,67",0,6,21,4,"12,25",0,2012,"15,5","2,8","-4,06",Graduate
2,39,2,9991,0.00,1,3,Lycée terminé,"10,0",1,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,1000,9,6,Ouvriers,900,1900,"10,00",1,0,0,1,1,0,51,0,0,4,4,0,"0,00",0,5,0,0,"0,00",0,2011,"12,7","3,7","-1,7",Dropout
2,39,1,9773,1.00,19,3,Lycée terminé,"13,3",1,37,2,2,Collège,37,2,Collège,6,1,Agriculteurs exploitants,2000,6,1,Agriculteurs exploitants,1000,3000,"16,20",0,0,1,1,1,1,49,0,0,6,8,6,"12,29",0,6,7,6,"14,17",0,2010,"10,8","1,4","1,74",Graduate
1,42,1,9500,1.00,1,3,Lycée terminé,"10,0",1,3,3,3,Lycée,19,3,Lycée,2,3,Cadres et professions intellectuelles,1000,8,6,Ouvriers,1200,2200,"15,30",0,0,0,1,1,0,22,0,3,6,7,3,"14,50",4,7,8,4,"14,38",0,2012,"15,5","2,8","-4,06",Enrolled
1,17,1,9147,1.00,1,3,Lycée terminé,"13,7",1,1,3,3,Lycée,37,2,Collège,5,5,Employés,3000,9,6,Ouvriers,900,3900,"13,14",1,0,0,1,1,0,22,0,0,5,8,2,"10,00",0,5,7,1,"10,00",0,2008,"7,6","2,6","0,32",Dropout
2,7,1,9130,1.00,3,4,Licence,"12,0",1,3,3,3,Lycée,3,4,Licence,1,3,Cadres et professions intellectuelles,900,1,3,Cadres et professions intellectuelles,3000,3900,"12,82",0,0,0,1,0,0,33,0,1,5,11,2,"11,50",1,5,8,2,"12,00",0,2009,"9,4","-0,8","-3,12",Dropout
1,10,1,9670,1.00,1,3,Lycée terminé,"14,9",22,37,2,2,Collège,37,2,Collège,9,6,Ouvriers,1300,9,6,Ouvriers,900,2200,"14,89",0,0,0,1,0,0,20,1,0,5,6,5,"11,60",0,5,6,4,"11,50",0,2009,"9,4","-0,8","-3,12",Graduate
1,1,4,9238,1.00,1,3,Lycée terminé,"13,4",1,38,2,2,Collège,19,3,Lycée,7,6,Ouvriers,900,7,6,Ouvriers,1300,2200,"12,84",1,0,0,1,0,1,18,0,0,6,6,6,"12,50",0,6,6,6,"11,67",0,2010,"10,8","1,4","1,74",Graduate
1,1,5,9853,1.00,1,3,Lycée terminé,"12,8",1,38,2,2,Collège,37,2,Collège,9,6,Ouvriers,1200,9,6,Ouvriers,900,2100,"12,03",1,0,1,0,0,0,20,0,0,6,9,3,"11,67",0,6,10,2,"11,00",0,2010,"10,8","1,4","1,74",Dropout
2,57,1,9991,0.00,1,3,Lycée terminé,"13,3",41,38,2,2,Collège,37,2,Collège,4,5,Employés,900,6,1,Agriculteurs exploitants,1000,1900,"10,00",0,0,0,1,0,0,37,1,5,10,11,7,"13,43",5,10,11,10,"11,60",0,2017,"8,9","1,4","3,51",Graduate
1,1,1,9254,1.00,1,3,Lycée terminé,"13,1",2,37,2,2,Collège,1,3,Lycée,9,6,Ouvriers,900,3,4,Professions intermédiaires,1350,2250,"12,61",1,0,0,1,1,0,18,1,0,6,6,6,"13,67",0,6,6,6,"13,50",0,2008,"7,6","2,6","0,32",Graduate
1,1,3,9254,1.00,1,3,Lycée terminé,"11,8",1,1,3,3,Lycée,19,3,Lycée,9,6,Ouvriers,1350,9,6,Ouvriers,900,2250,"11,17",1,0,0,1,0,0,19,0,0,6,6,6,"12,50",0,6,6,6,"12,17",0,2015,"12,4","0,5","1,79",Graduate
1,44,1,9085,1.00,39,3,Lycée professionnel et technologique,"14,0",1,1,3,3,Lycée,19,3,Lycée,3,4,Professions intermédiaires,900,3,4,Professions intermédiaires,1350,2250,"14,00",1,0,0,1,0,0,21,0,2,6,7,6,"13,00",1,6,15,4,"12,80",0,2015,"12,4","0,5","1,79",Graduate
1,1,2,9500,1.00,1,3,Lycée terminé,"13,3",1,19,3,3,Lycée,1,3,Lycée,9,6,Ouvriers,1300,1,3,Cadres et professions intellectuelles,3000,4300,"12,22",0,0,0,1,0,0,20,0,0,7,9,6,"12,78",0,8,9,7,"12,84",0,2014,"13,9","-0,3","0,79",Graduate
1,1,2,9500,1.00,1,3,Lycée terminé,"12,6",1,37,2,2,Collège,1,3,Lycée,7,6,Ouvriers,1300,7,6,Ouvriers,1300,2600,"11,87",1,0,0,1,0,0,19,0,0,7,0,0,"0,00",0,8,0,0,"0,00",0,2014,"13,9","-0,3","0,79",Dropout
1,17,2,9556,1.00,1,3,Lycée terminé,"12,5",1,38,2,2,Collège,19,3,Lycée,7,6,Ouvriers,2000,7,6,Ouvriers,1300,3300,"12,15",1,0,0,1,0,0,20,0,0,7,13,4,"13,50",0,7,11,4,"11,23",0,2016,"11,1","0,6","2,02",Dropout
1,17,4,9500,1.00,1,3,Lycée terminé,"13,8",1,3,3,3,Lycée,1,3,Lycée,2,3,Cadres et professions intellectuelles,900,5,5,Employés,1000,1900,"13,45",1,0,0,1,0,0,18,0,0,7,7,7,"13,46",0,8,8,8,"15,13",0,2014,"13,9","-0,3","0,79",Graduate
1,1,4,9500,1.00,1,3,Lycée terminé,"14,0",1,1,3,3,Lycée,19,3,Lycée,9,6,Ouvriers,900,7,6,Ouvriers,1300,2200,"12,70",1,0,0,1,0,0,19,0,0,8,8,7,"13,44",0,8,8,7,"13,44",0,2011,"12,7","3,7","-1,7",Graduate
1,1,1,9238,1.00,1,3,Lycée terminé,"12,4",1,37,2,2,Collège,38,2,Collège,9,6,Ouvriers,1300,3,4,Professions intermédiaires,1350,2650,"11,42",0,0,0,1,0,0,18,0,0,6,13,4,"11,00",0,6,12,5,"10,83",0,2012,"15,5","2,8","-4,06",Graduate
1,17,1,9238,1.00,1,3,Lycée terminé,"13,3",1,38,2,2,Collège,38,2,Collège,7,6,Ouvriers,1200,7,6,Ouvriers,1300,2500,"12,53",1,0,0,1,0,1,18,0,0,6,6,6,"11,33",0,6,7,6,"12,29",0,2012,"15,5","2,8","-4,06",Graduate
